nrun  cer1  cer2  cer3  cer4  cer5  cer6  cer7  cer8  cer9  cer10
2698  0.69  0.74  0.63  -0.13  0.54  1.17  0.07  0.93  -0.30  -0.27  
2699  0.63  0.58  0.55  -0.21  0.68  1.26  0.14  0.57  0.22  -0.14  
2700  0.81  0.76  0.20  -0.38  0.73  1.01  0.01  0.82  0.12  0.02  
2701  0.71  0.67  0.46  -0.33  0.48  1.01  0.09  0.90  -0.05  -0.24  
2703  0.43  0.23  0.12  0.03  0.39  0.51  0.04  0.21  0.16  0.34  
2704  0.54  0.66  0.33  -0.06  0.75  1.28  0.17  0.98  -0.03  -0.22  
2705  0.60  0.78  0.67  -0.22  0.77  1.26  -0.07  0.85  0.15  -0.39  
2706  0.65  0.87  0.39  -0.27  0.56  1.16  0.03  1.04  0.02  -0.48  
2707  0.67  0.91  0.62  -0.18  0.62  1.24  0.15  0.81  -0.26  -0.35  
2708  0.40  0.68  0.36  -0.22  0.66  1.03  -0.17  0.80  0.09  -0.26  
2709  0.66  0.71  1.04  -0.15  0.60  1.16  -0.12  0.64  -0.24  -0.20  
2710  0.83  0.76  0.59  -0.29  0.53  1.36  -0.07  1.11  0.07  -0.05  
2711  0.70  0.61  0.62  -0.56  0.74  1.20  -0.31  0.93  0.03  -0.28  
2714  0.17  0.28  0.46  0.15  -0.03  0.64  0.05  0.21  -0.05  0.22  
2716  0.09  0.21  0.43  0.17  0.23  0.57  0.19  0.20  0.09  0.27  
2719  0.29  0.82  0.48  -0.35  0.71  1.21  0.12  0.78  -0.02  -0.49  
2720  0.58  0.67  0.77  -0.18  0.65  1.23  0.04  0.68  -0.04  -0.62  
2721  0.62  0.65  0.68  -0.17  0.77  1.20  -0.02  1.10  -0.13  -0.20  
2722  0.71  0.55  0.84  -0.10  0.57  1.28  0.14  0.81  -0.19  -0.29  
2723  0.56  0.87  0.62  -0.07  0.90  1.39  0.09  0.85  0.01  -0.30  
2724  0.69  0.88  0.52  -0.23  0.62  1.37  -0.05  0.70  0.06  -0.45  
2725  0.79  0.66  0.52  -0.18  0.61  1.26  -0.26  0.50  -0.30  -0.30  
2726  0.65  0.78  0.53  -0.17  0.67  1.22  -0.11  0.71  -0.09  -0.30  
2727  0.63  0.71  0.19  -0.19  0.59  1.17  0.11  0.92  -0.16  -0.33  
2728  0.60  0.64  0.74  -0.32  0.61  1.36  -0.07  1.02  -0.14  -0.59  
2729  0.57  0.54  0.01  -0.34  0.57  1.18  -0.04  1.10  -0.03  -0.14  
2730  0.55  0.67  0.96  -0.10  0.78  1.29  0.22  0.92  -0.15  -0.24  
2731  0.55  0.77  0.63  -0.14  0.69  1.31  -0.19  0.89  -0.25  -0.19  
2732  0.69  0.61  0.73  -0.07  0.67  0.98  -0.07  0.87  0.14  -0.32  
2733  0.55  0.64  0.78  -0.28  0.71  1.26  -0.01  0.88  -0.21  -0.46  
2734  0.70  0.97  0.51  -0.43  0.73  1.66  0.10  0.78  -0.17  -0.30  
2735  0.45  0.76  0.64  0.03  0.65  1.05  -0.12  0.81  0.08  -0.26  
2736  0.62  0.61  0.34  -0.34  0.58  1.10  -0.06  0.78  -0.05  -0.55  
2737  0.64  0.49  0.49  -0.12  0.61  1.06  0.06  0.74  -0.08  -0.38  
2738  0.77  0.65  0.73  -0.15  0.71  1.07  -0.02  0.58  -0.22  -0.28  
2739  0.63  0.51  0.59  -0.44  0.48  1.44  0.07  0.59  -0.19  -0.51  
2740  0.75  0.55  0.48  -0.06  0.88  0.91  0.16  1.02  -0.03  -0.38  
2742  0.50  0.68  0.46  -0.33  0.49  0.91  0.16  0.80  -0.22  -0.24  
2744  0.28  0.38  0.13  0.08  0.27  0.63  0.12  0.25  0.05  0.16  
2745  0.32  0.97  0.53  -0.29  0.88  1.16  -0.12  0.64  0.08  -0.56  
2746  0.59  0.68  0.62  -0.24  0.70  1.08  0.20  0.80  -0.02  -0.25  
2747  0.57  0.59  0.77  -0.33  0.50  1.29  0.03  0.96  -0.02  -0.11  
2748  0.62  0.44  1.02  -0.45  0.59  1.23  0.07  1.15  -0.06  -0.21  
2749  0.55  0.80  0.87  -0.40  0.85  1.20  -0.07  0.36  -0.21  -0.33  
2750  0.68  0.61  0.60  -0.15  0.69  1.17  -0.05  0.72  -0.06  -0.42  
2751  0.69  0.69  0.42  -0.02  0.69  1.23  0.03  0.89  -0.17  -0.15  
2752  0.86  0.78  0.66  -0.37  0.59  1.29  0.07  0.64  -0.16  -0.29  
2753  0.52  0.85  0.61  0.05  0.62  1.31  0.08  0.93  -0.01  -0.21  
2754  0.71  0.71  0.51  -0.17  0.83  1.20  0.17  0.59  -0.12  -0.48  
2755  0.83  0.67  0.53  -0.24  0.80  1.27  -0.08  0.73  -0.19  -0.54  
2756  0.67  0.76  0.67  -0.40  0.76  1.33  -0.13  0.70  -0.12  -0.34  
2758  0.60  0.52  0.79  -0.23  0.66  1.15  -0.01  0.84  -0.08  -0.45  
2759  0.57  0.58  0.59  -0.23  0.70  0.88  -0.02  0.59  0.03  -0.60  
2760  0.57  0.57  0.36  -0.37  0.67  1.10  0.13  0.84  -0.01  -0.32  
2761  0.65  0.47  0.90  -0.11  0.68  1.44  -0.08  0.83  -0.26  -0.41  
2762  0.50  0.59  0.63  -0.11  0.58  1.32  -0.03  0.77  -0.17  -0.33  
2763  0.50  0.74  0.54  -0.26  0.67  1.28  -0.13  0.72  -0.08  -0.03  
2764  0.44  0.75  0.66  -0.20  0.81  1.22  0.12  0.90  -0.09  -0.25  
2765  0.64  0.98  0.65  -0.16  0.84  1.08  -0.19  0.89  0.16  -0.21  
2766  0.71  0.91  0.29  -0.25  0.75  1.33  -0.03  0.77  -0.12  -0.44  
2767  0.65  0.75  0.84  -0.20  0.74  0.94  -0.02  0.84  -0.10  -0.50  
2768  0.62  0.71  0.79  -0.28  0.70  1.18  -0.43  0.65  -0.28  -0.32  
2769  0.51  0.78  0.54  -0.31  0.66  1.16  -0.15  0.86  -0.04  -0.38  
2770  0.50  0.77  0.36  -0.24  0.85  1.17  0.10  1.01  0.07  -0.13  
2771  0.55  0.44  0.70  -0.24  0.72  1.07  -0.06  0.70  -0.02  -0.30  
2772  0.66  0.49  0.22  -0.30  0.79  0.84  -0.50  1.26  -0.14  -0.05  
2773  0.86  0.58  0.96  0.03  0.46  1.87  -0.21  0.96  -0.63  -0.49  
2775  0.60  0.51  0.61  0.28  0.50  1.35  -0.32  0.72  -0.16  -0.25  
2776  0.85  0.53  0.52  0.43  0.51  1.55  -0.27  0.54  -0.28  -0.28  
2778  0.63  0.56  0.69  0.10  0.58  1.31  -0.37  0.59  -0.18  -0.73  
2779  0.75  0.28  0.72  0.16  0.76  1.50  -0.30  0.80  -0.26  -0.22  
2781  0.64  0.56  0.54  0.03  0.71  1.44  0.10  0.73  -0.53  -0.30  
2782  0.85  0.72  0.45  0.38  0.58  1.40  -0.04  0.44  -0.03  -0.37  
2783  0.84  0.50  0.31  0.19  0.74  1.49  -0.02  0.98  0.06  -0.34  
2784  0.54  0.39  0.24  0.41  0.83  1.21  -0.19  0.83  -0.10  -0.34  
2788  0.50  0.42  0.52  0.74  0.46  0.90  0.07  1.14  0.16  -0.08  
2789  0.48  0.32  0.18  0.56  0.39  0.69  0.24  0.47  0.18  0.12  
2790  0.63  0.37  0.26  0.13  0.45  0.70  0.30  0.64  0.17  0.06  
2791  0.85  0.63  0.22  0.18  0.51  0.89  0.12  0.36  -0.01  0.06  
2792  0.64  0.34  0.17  0.12  0.37  0.73  0.27  0.60  0.15  0.02  
2796  0.62  0.38  0.29  0.08  0.42  0.66  0.28  0.57  0.17  0.00  
2797  0.62  0.40  0.28  0.16  0.47  0.67  0.31  0.58  0.19  -0.03  
2798  0.69  0.40  0.19  0.04  0.39  0.71  0.27  0.67  0.13  0.03  
2799  0.63  0.38  0.26  0.21  0.48  0.68  0.33  0.66  0.20  0.01  
2800  0.63  0.35  0.28  0.32  0.56  0.67  0.44  0.64  0.13  0.12  
2801  0.69  0.34  0.43  0.10  0.47  0.65  0.27  0.53  0.05  -0.02  
2803  0.62  0.40  0.26  0.19  0.48  0.64  0.31  0.65  0.18  0.04  
2804  0.71  0.37  0.39  0.16  0.47  0.75  0.33  0.45  0.16  0.03  
2805  0.67  0.39  0.26  0.17  0.42  0.70  0.34  0.53  0.12  0.01  
2806  0.66  0.40  0.28  0.18  0.46  0.66  0.31  0.51  0.19  0.02  
2807  0.64  0.40  0.32  0.19  0.40  0.66  0.28  0.60  0.20  0.03  
2808  0.61  0.30  0.20  0.14  0.45  0.66  0.40  0.69  0.24  0.02  
2810  0.31  0.26  0.24  0.92  0.26  0.69  0.03  0.12  0.28  0.13  
2811  0.57  0.76  0.56  0.50  0.75  1.18  -0.12  0.39  0.05  -0.26  
2812  0.82  0.48  0.53  0.47  0.61  1.37  -0.44  0.53  -0.16  -0.32  
2813  0.65  0.36  0.42  0.31  0.74  1.29  -0.21  0.44  -0.06  -0.36  
2814  0.49  0.27  0.65  0.22  0.51  1.22  -0.17  0.69  0.10  -0.49  
2815  0.76  0.68  0.45  -0.04  0.60  1.47  0.10  0.75  -0.08  -0.65  
2816  0.55  0.68  0.06  0.13  0.55  1.18  -0.09  0.38  0.13  -0.69  
2818  0.67  0.26  0.29  0.16  0.77  0.96  -0.27  0.47  0.08  -0.34  
2819  0.60  0.62  0.49  0.05  0.71  1.20  -0.16  0.41  -0.05  -0.30  
2820  0.77  0.34  0.65  0.15  0.63  1.37  -0.40  0.54  -0.06  -0.34  
2821  0.69  0.67  0.48  0.40  0.84  1.49  -0.29  0.58  -0.23  -0.29  
2822  0.47  0.61  0.54  0.18  0.63  1.32  -0.26  0.66  -0.22  -0.48  
2823  0.53  0.55  0.40  0.38  0.35  1.18  -0.28  0.73  0.00  -0.51  
2824  0.59  0.34  0.30  0.49  0.48  1.42  -0.10  0.51  0.05  -0.38  
2825  0.84  0.43  0.76  0.51  0.53  1.32  -0.25  0.43  -0.29  -0.44  
